headline, published_at
"윙클보스 형제, 암호화폐 규제 옹호 광고 캠페인 전개",2019-01-07 23:46:00.000000
[표] 글로벌 거래량 기준 암호화폐 톱10 (뉴욕시간 1월7일 오전 9시50분 기준),2019-01-07 23:52:00.000000
미국 셧다운 장기화되면 비트코인 ETF 승인 거부될 것 – 변호사,2019-01-08 00:08:00.000000
"홍콩 거래소 코인플렉스, 2월 암호화폐 선물 출시",2019-01-08 00:36:00.000000
"네바다주, 블록체인 결혼증명서 이미 1000부 가까이 발급",2019-01-08 00:44:00.000000
"(표) CME 비트코인 선물 시세 (뉴욕시간 7일 오전 10시47분 기준)…1월물, 235달러 오른 3980달러",2019-01-08 01:04:00.000000
"렛저, 블루투스 기능 하드웨어 지갑 나노X 출시",2019-01-08 01:24:00.000000
"스텔라, 라이트코인 밀어내고 시가총액 6위로",2019-01-08 01:53:00.000000
중 분석가들 “2019년 암호화폐 시장 침체 지속 전망”,2019-01-08 03:02:00.000000
"[뉴욕 코인시황/장중] 초반 오름폭 줄이며 혼조세 보여…비트코인, 4천선 회복",2019-01-08 03:29:00.000000
"미 거래소 크라켄, 2018년 당국의 법 집행 요청 세배 증가",2019-01-08 03:56:00.000000
"이더리움 클래식, “51% 공격 소문 불구 네트워크 정상 운영 중”",2019-01-08 04:52:00.000000
[표] 글로벌 암호화폐 거래소 거래량 톱10 (뉴욕시간 1월7일 오후 3시 기준),2019-01-08 05:01:00.000000
"코인베이스, “이더리움 클래식 네트워크 공격 확인”",2019-01-08 06:00:00.000000
"[뉴욕 코인시황/마감] 초반 오름세에서 하락세로 반전…비트코인, 4천선은 지켜가",2019-01-08 06:18:00.000000
R&D expenses on blockchain tax deductible from February,2019-01-08 07:00:00.000000
"[굿모닝 비트코인] 0108 혼조세 속에서도 4,000선 지켜낸 비트코인, 스텔라 시총 6위 등극",2019-01-08 07:25:00.000000
Huobi Korea picks 5 megatrends in 2019,2019-01-08 07:26:00.000000
[뉴욕증시] G2 무역협상 기대-파월 효과에 UP,2019-01-08 07:40:00.000000
[이 시각 코인] 글로벌 암호화폐&거래소 거래량 순위 (오전 7시 40분),2019-01-08 07:47:00.000000
Government ministries to hold joint briefing on R&D budget in 2018,2019-01-08 07:48:00.000000
[코인 국내외 주요일정 1월 8일],2019-01-08 07:50:00.000000
Megabit’s Christmas eve trading was legal,2019-01-08 08:08:00.000000
"시작된 미·중 협상, 주도권은 누구에게?",2019-01-08 10:31:00.000000
"국토부, 스마트시티 조성 참여기업 모집",2019-01-08 13:52:00.000000
"이더리움클래식 51% 공격, 1시간에 500만원이면 가능?",2019-01-08 14:06:00.000000
"[PRESS] 카이져, 이달 말 메인넷 런칭계획… 속도와 보안성 잡는다",2019-01-08 17:31:00.000000
(표) 톱 10 코인 시세 (뉴욕시간 1월8일 오전 8시 기준),2019-01-08 22:01:00.000000
"일 금융청, 암호화폐 자금 조달 미등록 기업 규제 고려",2019-01-08 22:28:00.000000
[이 시간 마켓맵] Coin360 마켓맵 (뉴욕시간 1월 8일 오전 8시38분 기준),2019-01-08 22:41:00.000000
[뉴욕 코인시황/출발] 혼조세 이어가며 출발 … 비트코인 4000달러 초반 횡보 계속,2019-01-08 23:13:00.000000
"트론, 시가총액 9위로 상승… 비트코인SV와 순위 바꿈",2019-01-08 23:28:00.000000
"채굴기 제조사 가나안, 홍콩 대신 미국 IPO 검토 중 – 블룸버그",2019-01-08 23:49:00.000000
[표] 글로벌 거래량 기준 암호화폐 톱10 (뉴욕시간 1월8일 오전 9시55분 기준),2019-01-08 23:57:00.000000
암호화폐 거래소 16%만 보안 등급 A – 평가 보고서,2019-01-09 00:12:00.000000
각국 중앙은행 디지털 통화 관심 비해 진전은 느려 – BIS 보고서,2019-01-09 00:37:00.000000
암호화폐 붕괴 이미 시작돼 – ECB 정책위원 경고,2019-01-09 00:49:00.000000
"코인베이스, 이더리움 클래식 이중지불 영향 110만달러 이상",2019-01-09 01:16:00.000000
"(표) CME 비트코인 선물 시세 (뉴욕시간 8일 오전 11시5분 기준)…1월물, 30달러 오른 4015달러",2019-01-09 01:20:00.000000
암호화폐시장 분위기는 강세 … 시총 증가 전망 우세 – 데이터 분석,2019-01-09 01:54:00.000000
암호화폐를 이용한 부동산 거래의 해결 과제들,2019-01-09 03:04:00.000000
"[뉴욕 코인시황/장중] 혼조 장세 지속…비트코인, 4천선 위 횡보세 견지",2019-01-09 03:07:00.000000
"러시아, 달러 보유 줄이고 대규모 비트코인 투자 가능성 – 소식통",2019-01-09 04:17:00.000000
[표] 글로벌 암호화폐 거래소 거래량 톱10 (뉴욕시간 1월8일 오후 2시35분 기준),2019-01-09 04:38:00.000000
"말타 정부, 야당 비난에도 블록체인 비전 고수",2019-01-09 05:01:00.000000
"사무라이 월렛, 구글 요구로 일부 보안 관련 기능 제거",2019-01-09 05:09:00.000000
국제 지불 네트워크 리플넷 가입 기관 수 200개 넘어서,2019-01-09 05:56:00.000000
"트론, 1월 말 4센트 시험 가능할까 – 뉴스BTC",2019-01-09 06:03:00.000000
[표] 이 시간 상승률/하락률 상위 10개 코인 (뉴욕시간 1월 8일 오후4시 5분 기준),2019-01-09 06:10:00.000000
"[뉴욕 코인시황/마감] 초반 혼조세에서 강보합 반전…비트코인, 4천선 위 횡보세 지속",2019-01-09 06:22:00.000000
Companies invited to smart city project,2019-01-09 06:53:00.000000
KAISER to launch main net this month,2019-01-09 07:10:00.000000
[뉴욕증시] 무역협상 타결 기다리며 상승 탄력,2019-01-09 07:40:00.000000
"[굿모닝 비트코인] 0109 콘스탄티노플 하드포크 앞둔 암호화폐 시장, 조용한 ‘혼조세’..트론 10% 급등",2019-01-09 07:43:00.000000
[이 시각 코인] 글로벌 암호화폐&거래소 거래량 순위 (오전 7시 40분),2019-01-09 07:50:00.000000
[코인 국내외 주요일정 1월 9일],2019-01-09 07:52:00.000000
"서울시, 블록체인 행정 개발 총력…시민 거버넌스 모집",2019-01-09 09:48:00.000000
암호화폐가 주류로 가기 위한 4가지 성장통..’규제당국’ 협업 이 핵심,2019-01-09 10:57:00.000000
[스팟시황] 트론(TRX) 10% 상승중,2019-01-09 11:15:00.000000
"세계 23번째 부호, 백트에 투자했다",2019-01-09 11:43:00.000000
"도널드 트럼프 미 대통령, ‘대통령 직권 관세인상 권한’ 촉구할 듯",2019-01-09 14:08:00.000000
"[외환시장(마감)] 원·달러 환율, 전 거래일 대비 2.0원 내린 1122.1원 마감",2019-01-09 15:42:00.000000
"[주식시장(마감)] 외국인과 기관의 동반 매수세. 국내증시 바닥 찍었나? 코스피, 코스닥 상승 마감",2019-01-09 15:43:00.000000
"[PRESS] 카이져, 프로젝트 라인업 구축 완료… 보안시스템 기반의 블록체인, DEX 포함",2019-01-09 16:50:00.000000
[명정선의 머니해킹]블록체인 업계의 아이러니 ‘ICO’,2019-01-09 16:58:00.000000
[What is Block] 백트가 뭐길래 호재라고 할까?,2019-01-09 18:29:00.000000
(표) 톱 10 코인 시세 (뉴욕시간 1월9일 오전 8시 기준),2019-01-09 22:00:00.000000
비트코인은 상당한 잠재력과 명확한 가격 패턴 있어 – 투자 전문가 빌 밀러,2019-01-09 22:28:00.000000
[이 시간 마켓맵] Coin360 마켓맵 (뉴욕시간 1월 9일 오전 8시37분 기준),2019-01-09 22:40:00.000000
[뉴욕 코인시황/출발] 전반적인 혼조세 지속하며 출발 … 비트코인 4043달러,2019-01-09 23:10:00.000000
5 Seoulites invited as ombudsman for city’s blockchain services,2019-01-09 23:25:00.000000
"일 금융청, “비트코인 ETF 승인 검토 사실 없어”",2019-01-09 23:34:00.000000
"유럽 금융 규제기관들, EU 차원 암호화폐 규정 마련 촉구",2019-01-09 23:36:00.000000
[표] 글로벌 거래량 기준 암호화폐 톱10 (뉴욕시간 1월9일 오전 9시40분 기준),2019-01-09 23:43:00.000000
"태국, 암호화폐 거래소 4곳 승인 … 동남아 크립토 시장 활력소 기대",2019-01-10 00:14:00.000000
Irony of ICO market,2019-01-10 00:28:00.000000
"베네수엘라, 암호화폐 이용 사업자 세금 암호화폐로 납부",2019-01-10 00:29:00.000000
"프랑스, 담배 가게에서 비트코인 판매 시작",2019-01-10 01:00:00.000000
비트코인 등 지원 암호화폐 직불카드 출시 예정,2019-01-10 01:09:00.000000
"미 에너지부, 블록체인 프로젝트에 자금 지원",2019-01-10 01:49:00.000000
[뉴욕 코인시황/장중] 전반적인 혼조세 이어지며 등락폭은 감소 … 트론 10% 이상 급등 지속,2019-01-10 02:51:00.000000
"윙클보스 형제, “비트코인으로 결제 시스템이 이메일처럼 쉬워질 것”",2019-01-10 03:39:00.000000
비트코인 주소 0.7%가 전체 코인의 약 87% 통제 – 중국 언론 분석,2019-01-10 04:14:00.000000
"큐텀, 메인넷에서 비트코인 아토믹 스왑 실시",2019-01-10 04:41:00.000000
[표] 글로벌 암호화폐 거래소 거래량 톱10 (뉴욕시간 1월9일 오후 3시 기준),2019-01-10 05:00:00.000000
"트론, 시총 8위로 전진 … 2월 말까지 4센트 시험 가능성 – 뉴스BTC",2019-01-10 05:07:00.000000
"라이트코인 찰리 리, “분산형 암호화폐 51% 공격 취약성 불가피”",2019-01-10 05:54:00.000000
비트코인 강세 분위기 5개월 최고 – 비트피넥스 데이터,2019-01-10 06:08:00.000000
[표] 이 시간 상승률/하락률 상위 10개 코인 (뉴욕시간 1월 9일 오후 4시 7분 기준),2019-01-10 06:13:00.000000
"[뉴욕 코인시황/마감] 후장들어 전반적으로 하락세 보여…비트코인, 4천선 바로 위 횡보세 지속",2019-01-10 06:30:00.000000
[뉴욕증시] 4일 연속 ‘훈풍’ 피로감에 상승폭 제한,2019-01-10 07:42:00.000000
[이 시각 코인] 글로벌 암호화폐&거래소 거래량 순위 (오전 7시 45분),2019-01-10 07:52:00.000000
[코인 국내외 주요일정 1월 10일],2019-01-10 07:56:00.000000
"[굿모닝 비트코인] 0110 ‘혼조세’ 속 상승으로 더 방향잡은 암호화폐 시장, 트론은 급등중",2019-01-10 08:02:00.000000
무역 전쟁에 브렉시트까지..정치 불안정성 암호화폐에 영향 미칠까,2019-01-10 08:47:00.000000
"[국제유가/마감] WTI 5.2% 급등, 브렌트유 4% 상승..12월 중순 이후 최고치",2019-01-10 09:14:00.000000
"[주식시장/개장] 코스피 1.02p 오른 2065.73, 코스닥 0.80p 상승 680.54",2019-01-10 09:23:00.000000
"트론, 계속되는 독주는 비트토렌트토큰때문?… 새해부터 50% 이상 상승",2019-01-10 10:22:00.000000
"KT, 클라우드기반 서비스형 블록체인 플랫폼 개발",2019-01-10 11:42:00.000000
"길어지는 장벽갈등, 셧다운 장기화 불가피, SEC 업무마비에 ETF, 백트 결정 차질 빚을까",2019-01-10 11:47:00.000000
"암호화폐거래소 7곳만 정부보안권고 충족…업비트,빗썸,고팍스,코빗,코인원,플루토디에스,후오비는 ‘통과’",2019-01-10 13:35:00.000000
"[스팟시황] 트론, 38원 돌파… 가파른 상승세",2019-01-10 14:18:00.000000
[스팟시황] 상승장 전환? 알트코인 전반적으로 강세,2019-01-10 14:42:00.000000
"규제 샌드박스, 17일부터 시행…신기술 펼칠 통로 생긴다",2019-01-10 15:20:00.000000
"[외환시장/마감] 원·달러 환율, 전 거래일 대비 3.8원 내린 1,118.3원 마감",2019-01-10 15:54:00.000000
"[주식시장/마감] 코스피 소폭 하락, 코스닥 소폭 상승",2019-01-10 15:56:00.000000
불타던 알트코인… 비트 한 방에 냉기 풀풀,2019-01-10 16:20:00.000000
(표) 톱 10 코인 시세 (뉴욕시간 1월10일 오전 8시 기준),2019-01-10 22:00:00.000000
7 exchanges pass state security test,2019-01-10 22:22:00.000000
"ETH, BCH 등 급락 원인은 최근 상승 따른 매도압력 – CCN",2019-01-10 22:27:00.000000
[이 시간 마켓맵] Coin360 마켓맵 (뉴욕시간 1월 10일 오전 8시32분 기준),2019-01-10 22:34:00.000000
[뉴욕 코인시황/출발] 대부분 종목 하락세로 출발 … 비트코인 3817달러,2019-01-10 23:04:00.000000
Regulatory sandbox to help blockchain developers,2019-01-10 23:22:00.000000
KT to start BaaS cloud computing service,2019-01-10 23:38:00.000000
"비영리단체 트위터 해킹, 가짜 코인베이스 제휴 계정 만들어",2019-01-10 23:44:00.000000
"모네로, 맬웨어 이용 암호화폐 채굴 범죄에 인기 – 보고서",2019-01-10 23:50:00.000000
[표] 글로벌 거래량 기준 암호화폐 톱10 (뉴욕시간 1월10일 오전 9시55분 기준),2019-01-10 23:56:00.000000
“비트코인ETF 시장 유동성 충분해” – 블록포스 캐피털,2019-01-11 00:31:00.000000
뉴욕시 블록체인 센터 개관 … 장기적 안목으로 블록체인 프로젝트 지속,2019-01-11 00:48:00.000000
"미 남성, 스마트폰 SIM 해킹 암호화폐 도난 예방 사업 추진",2019-01-11 01:09:00.000000
"(표) CME 비트코인 선물 시세 (뉴욕시간 10일 오전 11시2분 기준)…1월물, 235달러 내린 3755달러",2019-01-11 01:20:00.000000
"(표) 톱10 코인 시세 (뉴욕시간 1월10일 오전 11시43분 기준)…비트코인, 낙폭 키우며 3700선도 하회",2019-01-11 01:51:00.000000
"비트와이즈, SEC에 새 비트코인 ETF 승인 신청",2019-01-11 03:06:00.000000
"[뉴욕 코인시황/장중] 급락세 속 낙폭 키워…비트코인, 3700선도 하회",2019-01-11 03:20:00.000000
"‘채권 왕’ 제프리 군락, “비트코인 5000달러 쉽게 회복” 예측",2019-01-11 03:24:00.000000
"암호화폐 개발자 닉 스자보, “중앙은행들에서 암호화폐가 금 대체할 것”",2019-01-11 03:51:00.000000
DASH 해시레이트 51% 동일인 통제 추정 … 51% 공격의 잠재적 목표 가능성,2019-01-11 04:05:00.000000
2018년 영국 암호화폐 기업 벤처 투자 급증 – 런던앤파트너스 보고서,2019-01-11 04:49:00.000000
비트코인 트랜잭션 규모 1년 최고 수준 … SegWit 결제도 증가,2019-01-11 05:01:00.000000
[표] 글로벌 암호화폐 거래소 거래량 톱10 (뉴욕시간 1월10일 오후 3시10분 기준),2019-01-11 05:12:00.000000
"세계 최대 자산운용사 블랙록, CEO이어 신임 ‘넘버2’도 비트코인 반대론자",2019-01-11 06:01:00.000000
"[뉴욕 코인시황/마감] 급락장세 연출돼…비트코인, 3700선 하회",2019-01-11 06:17:00.000000
"비트코인 하락, 대규모 가격 변동 예고편인가 정상적 변동성인가",2019-01-11 06:37:00.000000
"[굿모닝 비트코인] 0111 암호화폐 시장 하락, 비트코인 4,000선 하회",2019-01-11 07:51:00.000000
[이 시각 코인] 글로벌 암호화폐&거래소 거래량 순위 (오전 7시 50분),2019-01-11 07:52:00.000000
[코인 국내외 주요일정 1월 11일],2019-01-11 08:07:00.000000
[뉴욕증시] 어닝쇼크에도 5일째 상승… ‘베이징협상’ 긍정평가,2019-01-11 08:08:00.000000
"1월 11일, 간추린 간밤의 암호화폐 소식",2019-01-11 08:16:00.000000
"[주식시장/개장] 코스피 6.96p 오른 2070.24, 코스닥 2.19p 상승한 685.53",2019-01-11 09:07:00.000000
"[국제유가/마감] WTI 또 오름세, 0.44% 오른 52.59달러..5주 최고치",2019-01-11 09:13:00.000000
"스마트시티, 자동차 그리고 블록체인을 연결하다, 아모(AMO) A Walk with Crypto",2019-01-11 09:18:00.000000
"캐나다, 정치자금 모금에 비트코인 사용될까",2019-01-11 10:29:00.000000
"중국, 내달부터 블록체인 정보 서비스 회사 규제 시작한다",2019-01-11 13:48:00.000000
"비트코인, 400만원 밑으로 내려앉을까… 지지선 무너지면 추가 폭락 가능성",2019-01-11 14:12:00.000000
"[외환시장/마감] 원·달러 환율, 전 거래일 대비 2.4원 내린 1,116.6원 마감",2019-01-11 15:10:00.000000
"미국 증시, 13년만에 찾아온 ‘최고의 연 초’..앞으로의 전망은?",2019-01-11 15:41:00.000000
"[주식시장/마감] 코스피 12.29p 내린 2075.57, 코스닥 2.99p 상승한 686.33",2019-01-11 15:46:00.000000
[서면인터뷰] ‘STO거래소’도 노린다…소프트브릿지 이경원 대표,2019-01-11 15:50:00.000000
존버는 승리한다? 서클 CEO “비트코인은 더 커질 것”,2019-01-11 17:22:00.000000
"11일 블록체인, 암호화폐 주요뉴스",2019-01-11 17:24:00.000000
(표) 톱 10 코인 시세 (뉴욕시간 1월11일 오전 8시 기준),2019-01-11 22:00:00.000000
"일 금융청, 거래소 코인체크 사업 재개 신청 정식 승인",2019-01-11 22:21:00.000000
[이 시간 마켓맵] Coin360 마켓맵 (뉴욕시간 1월 11일 오전 8시37분 기준),2019-01-11 22:40:00.000000
[뉴욕 코인시황/출발] 전반적인 하락세 이어가며 출발 … 비트코인 3683달러,2019-01-11 23:06:00.000000
“비트코인 향후 두 달 3000-5000 범위서 방향 탐색” – 비니 링햄,2019-01-11 23:36:00.000000
[표] 글로벌 거래량 기준 암호화폐 톱10 (뉴욕시간 1월11일 오전 9시50분 기준),2019-01-11 23:51:00.000000
"중국, 블록체인기업 검열 강화 … 내달 새 규제 시행",2019-01-11 23:56:00.000000
"OKEx, 비트코인 캐시와 트론 마진 트레이딩 시작",2019-01-12 00:23:00.000000
인도 은행들 암호화폐 이용자 은행 서비스 제한 규정 논란,2019-01-12 01:02:00.000000
"(표) CME 비트코인 선물 시세 (뉴욕시간 11일 오전 10시50분 기준)…1월물, 5달러 오른 3610달러",2019-01-12 01:11:00.000000
"미 항공우주국, 블록체인 항공교통 시스템 제안서 발표",2019-01-12 01:22:00.000000
"암호화폐, SEC 아닌 CFTC 관할이 바람직 – 미 하원의원",2019-01-12 01:36:00.000000
"[뉴욕 코인시황/장중] 톱10 코인, 낙폭 크지 않지만 하락세 이어가…비트코인, 3700선에서 움직여",2019-01-12 02:31:00.000000
“2018년 비트코인 가격 변동은 예외적” – 비트페이 소니 싱,2019-01-12 03:03:00.000000
암호화폐 OTC 거래 증가세 … 기관 매수 신호인가,2019-01-12 03:46:00.000000
"미 SEC, “2019년에도 암호화폐는 우선 조사 대상”",2019-01-12 03:57:00.000000
"후오비 미국 파트너 HBUS, ‘후오비닷컴’으로 브랜드 바꾼다",2019-01-12 04:55:00.000000
[표] 글로벌 암호화폐 거래소 거래량 톱10 (뉴욕시간 1월11일 오후 3시 기준),2019-01-12 05:03:00.000000
[표] 이 시간 상승률/하락률 상위 10개 코인 (뉴욕시간 1월 11일 오후 3시40분 기준),2019-01-12 05:46:00.000000
비트코인 단기 관전 포인트는 3700달러 – 뉴스BTC,2019-01-12 05:52:00.000000
[뉴욕 코인시황/마감] 전반적인 혼조세로 전환 … 비트코인 3700 선 회복,2019-01-12 06:19:00.000000
Bitchain to pioneer STO market,2019-01-12 06:56:00.000000
[굿모닝 비트코인] 0112 비트코인 소폭 오름세…상위 코인들은 여전히 약세 이어가,2019-01-12 06:59:00.000000
[이 시각 코인] 글로벌 암호화폐&거래소 거래량 순위 (오전 8시 30분),2019-01-12 08:36:00.000000
"[뉴욕증시] 셧다운 파장-모멘텀 부재, 6일만에 하락",2019-01-12 08:48:00.000000
[코인 국내외 주요일정 1월 12일],2019-01-12 08:55:00.000000
"1월 12일, 간추린 간밤의 암호화폐 소식",2019-01-12 09:00:00.000000
[국제유가/마감] WTI 1.9% 하락 51.59달러..10거래일만에 하락 반전,2019-01-12 11:20:00.000000
"블록체인 업계, 메인넷 출시 앞두고 ‘디앱 육성’ 나서",2019-01-12 23:49:00.000000
"블룸버그 통신, “장기 휴면 상태 비트코인 지갑 활성화로 가격 변동 예측”",2019-01-13 00:02:00.000000
"[굿모닝 비트코인] 0113 비트코인, 보합권서 ‘오락가락’ 3600선.. 혼조세 유지 중인 암호화폐 시장",2019-01-13 06:35:00.000000
[이 시각 코인] 글로벌 암호화폐&거래소 거래량 순위 (오전 7시 50분),2019-01-13 07:59:00.000000
[코인 국내외 주요일정 1월 13일],2019-01-13 08:02:00.000000
"[코인시황] 시장 전반 하락세 우세, Top10 중 7개 암호화폐 하락",2019-01-13 08:26:00.000000
"말레이시아 정부, “암호화폐 합법화 여부 아직 결정하지 못해”",2019-01-13 12:39:00.000000
"Bitmain, 텍사스 채굴 시설 프로젝트 보류",2019-01-13 14:26:00.000000
"일본 금융청, ETF와 암호화폐 파생상품에 대한 입장 발표",2019-01-13 17:35:00.000000
"[굿모닝 비트코인] 0114 3,500달러 선 거래 되는 비트코인, ‘거래량 부진’이 발목잡을까",2019-01-14 06:24:00.000000
[이 시각 코인] 글로벌 암호화폐&거래소 거래량 순위 (오전 7시 40분),2019-01-14 07:43:00.000000
[코인 국내외 주요일정 1월 14일],2019-01-14 07:47:00.000000
[뉴욕전망] 셧다운 장기화 부담 속 4분기 기업실적 발표에 주목,2019-01-14 07:50:00.000000
"[코인시황] 시장 전반 하락세, 비트코인 4주만에 400만원 선 하회",2019-01-14 08:26:00.000000
[주식시장/개장] 코스피 0.24% 내린 2070.49에 출발,2019-01-14 09:34:00.000000
"비트코인, 3000달러 깨질까?",2019-01-14 10:48:00.000000
"구글 광고, 이더리움은 안 되고 EOS는 된다?",2019-01-14 14:02:00.000000
암호화폐거래소 몸값 ‘뚝’…인수자 발벗고 찾아나서,2019-01-14 14:05:00.000000
"[외환시장/마감] 원·달러 환율, 전 거래일 대비 6.6원 오른 1,123.0원 마감",2019-01-14 15:40:00.000000
[한국증시/마감] 코스피/코스닥 동반 하락,2019-01-14 15:41:00.000000
다시 시작된 트론의 상승… 비트토렌트토큰으로 계속되나,2019-01-14 16:43:00.000000
"비트코인, 남미에서 꽃피우나… 라틴아메리카서 확산",2019-01-14 17:22:00.000000
2019-01-14 블록체인 업계 주요 뉴스,2019-01-14 17:36:00.000000
(표) 톱 10 코인 시세 (뉴욕시간 1월14일 오전 8시 기준),2019-01-14 22:01:00.000000
"투자가 팀 드레이퍼, 비트코인 5년 보유해 5배 수익",2019-01-14 22:30:00.000000
[이 시간 마켓맵] Coin360 마켓맵 (뉴욕시간 1월 14일 오전 8시33분 기준),2019-01-14 22:36:00.000000
Cryptocurrency exchanges are on sale,2019-01-14 22:43:00.000000
[뉴욕 코인시황/출발] 하락세 이어가며 출발 … 비트코인 3600 선 아래 횡보,2019-01-14 23:06:00.000000
"윙클보스 형제, “약세장에서도 스테이블 코인 전망 밝아”",2019-01-14 23:36:00.000000
"Gate.io, 51% 공격자로부터 10만달러 가치 ETC 돌려받아",2019-01-14 23:47:00.000000
[표] 글로벌 거래량 기준 암호화폐 톱10 (뉴욕시간 1월14일 오전 9시50분 기준),2019-01-14 23:51:00.000000
비트메인 암스테르담 지사도 철수 … 경영난 심각한가?,2019-01-15 00:20:00.000000
비트렉스도 OTC 트레이딩 런칭 … 약 200개 암호화폐 지원,2019-01-15 00:32:00.000000
"(표) 톱10 코인 시세 (뉴욕시간 1월14일 오전 10시56분 기준)…비트코인, 상승 반전되며 3600선 넘어 3700선 근접",2019-01-15 01:03:00.000000
비트코인 3430 선 움직임 따라 조정 또는 급락 전망 – CCN,2019-01-15 01:12:00.000000
"스위스 은행, 암호화폐 수탁 서비스 제공 … ‘세계 최초’ 주장",2019-01-15 02:00:00.000000
"[뉴욕 코인시황/장중] 톱10 코인, 상승 반전된 뒤 오름폭 키워…비트코인, 3700선 회복",2019-01-15 02:51:00.000000
2018년 시장 침체 불구 블록체인 컨퍼런스는 성황,2019-01-15 03:03:00.000000
"LedgerX, 비트코인 변동성 추적 지수 개발",2019-01-15 03:44:00.000000
[표] 글로벌 암호화폐 거래소 거래량 톱10 (뉴욕시간 1월14일 오후 3시 기준),2019-01-15 05:03:00.000000
"백트, 선물 거래 기업 RCG로부터 첫 자산 인수 발표",2019-01-15 05:56:00.000000
"[뉴욕 코인시황/마감] 상승폭 늘리며 급등세 보여…비트코인, 3700선 회복",2019-01-15 06:21:00.000000
"[굿모닝 비트코인] 0115 거래량 급증과 함께 온 시장 반등, 이더리움(ETH) 10% 트론(TRX) 17% 오름세",2019-01-15 07:25:00.000000
[뉴욕증시] 경기 한파-실적 둔화 우려에 완만한 하락,2019-01-15 07:47:00.000000
[코인 국내외 주요일정 1월 15일],2019-01-15 07:52:00.000000
[이 시각 코인] 글로벌 암호화폐&거래소 거래량 순위 (오전 7시 50분),2019-01-15 07:59:00.000000
"1월 15일, 간추린 간밤의 암호화폐 소식",2019-01-15 08:06:00.000000
[국제유가/마감] WTI 2.1%↓ 50.51달러,2019-01-15 08:11:00.000000
"[한국증시/개장] 코스피,코스닥 모두 상승중",2019-01-15 09:12:00.000000
"트위치 스트리머, 비트코인으로 8천만원 가량 후원받아…",2019-01-15 10:22:00.000000
"이더리움, 하드포크 앞두고 시총 2위에서 3위로 밀렸다",2019-01-15 11:01:00.000000
"[쉽게 풀어 본 이더리움 하드포크] 1 작업증명과 지분증명, 차이는?",2019-01-15 14:16:00.000000
"BORA(보라), 홍콩 대형 가상화폐거래소 코인슈퍼 첫 상장",2019-01-15 15:16:00.000000
"준비없는 STO, 레몬마켓 될 위험 높아…세부적 규제 마련돼야",2019-01-15 15:33:00.000000
"[한국증시/마감] 코스피, 코스닥 모두 ‘상승’",2019-01-15 15:57:00.000000
"[외환시장/마감] 원달러 환율 하락, 2.3원 내린 1120.7원",2019-01-15 16:02:00.000000
"강원도, ‘2019 블록체인 평창포럼 개최’",2019-01-15 16:04:00.000000
"바이낸스, 블록체인으로 우간다 난민 돕기 나선다",2019-01-15 16:27:00.000000
[쉽게 풀어 본 이더리움 하드포크] 2 이더리움 하드포크 명칭에는 ‘목표’가 담겨있다,2019-01-15 17:36:00.000000
2019-01-15일 블록미디어 및 업계 주요 뉴스,2019-01-15 18:11:00.000000
(표) 톱 10 코인 시세 (뉴욕시간 1월15일 오전 8시 기준),2019-01-15 22:00:00.000000
[이 시간 마켓맵] Coin360 마켓맵 (뉴욕시간 1월 15일 오전 8시32분 기준),2019-01-15 22:34:00.000000
"비트멕스, 규제 대응 위해 미국 및 캐나다 퀘벡 거래 계좌 정지",2019-01-15 22:37:00.000000
[CP Insight] 증권형 토큰(STO) 심층 분석,2019-01-15 22:47:00.000000
[뉴욕 코인시황/출발] 대부분 종목 상승세로 출발 … 이더리움 급상승,2019-01-15 23:10:00.000000
암호화폐 거래소 크립토피아 해킹 피해 … 손실 규모 상당,2019-01-15 23:20:00.000000
"거래소 코인베이스·크라켄, 이더리움 하드포크 지원 동참",2019-01-15 23:38:00.000000
[표] 글로벌 거래량 기준 암호화폐 톱10 (뉴욕시간 1월15일 오전 9시45분 기준),2019-01-15 23:47:00.000000
"크립토 루블, 2 ~3년 내 등장 가능성 – 러시아 고위 정치인",2019-01-15 23:58:00.000000
BORA token listed on Hong Kong exchange,2019-01-16 00:22:00.000000
"캐나다, 총선 앞두고 암호화폐 정치 후원금 규정 초안 마련",2019-01-16 00:33:00.000000
IoT 보안 위한 블록체인 사용 2018년 두 배 증가 – 설문조사,2019-01-16 00:48:00.000000
(표) CME 비트코인 선물 시세 (뉴욕시간 15일 오전 10시38분 기준)…소폭 하락,2019-01-16 00:55:00.000000
암호화폐 지지 미 정치인 “SEC가 혁신의 장애물”,2019-01-16 01:06:00.000000
‘STO is not rosy market’,2019-01-16 01:09:00.000000
"비트코인, 새로운 강세장 접근했나 – 역사 추세 분석",2019-01-16 01:27:00.000000
"덴마크 국세청, 암호화폐 거래소 사용자 데이터 수집한다",2019-01-16 02:08:00.000000
"캐나다 거래소 코인필드, 서비스 지역 100개국 넘어서",2019-01-16 03:02:00.000000
"[뉴욕 코인시황/장중] 상승 출발한 뒤 하락 반전돼…비트코인, 다시 3700선 하회",2019-01-16 03:08:00.000000
토큰화 증권 트레이딩 플랫폼 출시 – Currency.com,2019-01-16 03:50:00.000000
암호화폐 분야 전담 법률 회사 등장,2019-01-16 04:57:00.000000
2019년에도 암호화폐 시장 침체 계속 – UCLA 교수,2019-01-16 04:59:00.000000
